item_id,item_fea1,item_fea2,item_fea3,item_fea4,item_fea5,item_fea6,item_fea7,item_fea8,item_fea9,item_desc
71756823,731,866,34,0,0,1,108,33,17,3943 2567 854 831 1552 4898 4971 774 1456 856 1242 1779 4459 2230 1339 3438 1232 1620 856 774 3754 2461 2878 932 4459 948
29997410,732,867,10,0,0,6,64,7,0,2657 2567 4132 4366 1978 4971 854 1868 1795 4836 3981 3440 856 3699 2466 4132 1195 2602
94082622,733,868,23,4,4,19,64,7,0,2873 1800 2567 2825 4366 1978 4971 2214 1779 4459 2227 774 2267 3823 932 4459 4835 856 774 2094 4035 4739 4459 1552 1515 3171 4459 1800 2626 3218
13972729,733,868,23,0,0,7,64,7,0,2873 1800 2567 2825 4366 1978 4971 2214 1779 4459 2227 774 2267 3823 932 4459 4835 856 774 2094 4035 4739 4459 1552 1515 3171 4459 1800 2626 3218
34463155,734,869,23,5,5,7,131,3,3,4048 2649 1800 2567 774 3035 856 1552 1067 4971 774 4929 3119 856 3823 932 4459 4835 4971 774 1797 3497 2586 4577 2172 1839 3160 783
66489438,735,870,23,0,0,26,3,3,3,2076 3160 1800 2567 1554 2649 4971 3951 4050 856 774 3497 2586 4577 2172 1839 3160 783 4459 1552 1515 3171 4459 1800 2626 3218
53332688,735,870,23,5,5,2,3,3,3,2076 3160 1800 2567 1554 2649 4971 3951 4050 856 774 3497 2586 4577 2172 1839 3160 783 4459 1552 1515 3171 4459 1800 2626 3218
60033988,736,871,23,1,1,10,3,3,3,2873 3160 1800 2567 774 4133 2046 2700 4971 774 1195 2061 4929 3119 856 1771 4577 932 4459 2226 2172 1839 3160 782 856 854 1868 3823 856 1795 932 4459 4841
55153440,736,871,23,1,1,19,3,3,3,2873 3160 1800 2567 774 4133 2046 2700 4971 774 1195 2061 4929 3119 856 1771 4577 932 4459 2226 2172 1839 3160 782 856 854 1868 3823 856 1795 932 4459 4841
17281853,737,872,23,0,0,7,131,3,3,4774 3160 1800 2567 831 1342 4971 774 4991 2226 4971 2593 2714 856 2269 932 4459 4578 3823 932 4459 4835 4971 2593 3783 4628 856 3783 4534 856 2276 2095 1792 4033 4971 2593 2725 3497 2586 4577 2172 1839 3160 783 2832
92957778,738,873,3,0,0,8,33,16,11,2784 2567 4269 2561 2770 4971 774 2909 4836 1940 4842 4971 774 1497 1225 856 2144 4971 774 4822 5028 1991 3440 4971 1674 5032 932 4459 2226 856 3587 1717 3185 4459 2699
47146906,739,874,32,0,0,2,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
45985609,739,874,32,0,0,0,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
45646823,739,874,32,0,0,28,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
40491910,739,874,32,2,2,0,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
18806519,739,874,32,0,0,28,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
25777701,739,874,32,2,2,0,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
56936509,739,874,32,0,0,2,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
95408523,739,874,32,6,6,1,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
26384590,739,874,32,0,0,10,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
13494269,739,874,32,2,2,1,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
27537782,739,874,32,2,2,1,50,1,1,1170 1177 2567 3000 856 2714 4971 774 2909 4836 2830 2353 856 2377 948
18142998,740,875,55,7,7,0,106,18,11,4774 4655 2567 4987 1978 4971 774 2000 932 4459 4578 4930 379 4051 4080 2567 4459 3991 856 774 3754 2461
60011828,741,876,0,0,0,0,110,23,3,4816 4577 2567 4269 2649 2932 2225 3622 3467 4971 1677 921 1640 3843 932 4459 3991 856 854 1868 2461
13008477,742,877,0,0,0,12,110,23,3,1595 4577 2567 1609 4798 4971 4481 1865 3968 4261
52697556,743,878,7,1,1,0,34,16,3,2869 4577 2567 4133 3699 2649 4971 2869 4051 2481 4080 2567 4459 3991 856 774 3755 3612 2461 2878 932 4459 948
13746636,743,878,7,1,1,8,34,16,3,2869 4577 2567 4133 3699 2649 4971 2869 4051 2481 4080 2567 4459 3991 856 774 3755 3612 2461 2878 932 4459 948
45951684,743,878,7,9,9,0,34,16,3,2869 4577 2567 4133 3699 2649 4971 2869 4051 2481 4080 2567 4459 3991 856 774 3755 3612 2461 2878 932 4459 948
39441725,743,878,7,9,9,28,34,16,3,2869 4577 2567 4133 3699 2649 4971 2869 4051 2481 4080 2567 4459 3991 856 774 3755 3612 2461 2878 932 4459 948
45274059,743,878,7,9,9,19,34,16,3,2869 4577 2567 4133 3699 2649 4971 2869 4051 2481 4080 2567 4459 3991 856 774 3755 3612 2461 2878 932 4459 948
20443640,743,878,7,9,9,22,34,16,3,2869 4577 2567 4133 3699 2649 4971 2869 4051 2481 4080 2567 4459 3991 856 774 3755 3612 2461 2878 932 4459 948
13007649,743,878,7,1,1,6,34,16,3,2869 4577 2567 4133 3699 2649 4971 2869 4051 2481 4080 2567 4459 3991 856 774 3755 3612 2461 2878 932 4459 948
48323968,744,879,10,1,1,12,64,7,0,3951 3963 2567 2817 4366 1978 4971 854 1868 1795 4835 856 3981 3443
83521677,745,880,32,0,0,0,50,1,1,4488 1177 2567 3000 4971 774 3003 4836 2830 2354 3094 3991 856 4275 948
94181897,746,881,18,0,0,17,78,30,15,2693 4033 2567 774 1610 4898 4971 774 1497 5024 932 4459 944 856 930 2458 4971 854 3248 1850 4739
26475471,747,882,1,0,0,0,50,1,1,3000 3579 1168 4971 2714 1717 856 4719 3067 3256 1628 2172 774 2748 1214 856 2237 1397 808 3968 4258 856 774 2006 932 4459 944 4971 4688 3272 3171 2530 856 1975
99453971,747,883,1,0,0,22,50,1,1,3000 3579 1168 4971 2714 1717 856 4719 3067 3256 1628 2172 774 2748 1214 856 2237 1397 808 3968 4258 856 774 2006 932 4459 944 4971 4688 3272 3171 2530 856 1975
96516016,747,883,1,0,0,5,50,1,1,3000 3579 1168 4971 2714 1717 856 4719 3067 3256 1628 2172 774 2748 1214 856 2237 1397 808 3968 4258 856 774 2006 932 4459 944 4971 4688 3272 3171 2530 856 1975
89269811,748,884,13,0,0,0,6,5,3,4048 4168 4577 2567 2649 4971 774 2987 2516 4971 774 1795 856 1457 856 774 3754 2461
49495080,748,884,13,0,0,17,6,5,3,4048 4168 4577 2567 2649 4971 774 2987 2516 4971 774 1795 856 1457 856 774 3754 2461
85685128,748,884,13,17,17,0,6,5,3,4048 4168 4577 2567 2649 4971 774 2987 2516 4971 774 1795 856 1457 856 774 3754 2461
95857413,748,884,13,17,17,0,6,5,3,4048 4168 4577 2567 2649 4971 774 2987 2516 4971 774 1795 856 1457 856 774 3754 2461
93582630,749,885,55,0,0,5,108,18,17,4048 1078 2567 854 831 4898 4971 774 4092 4195 1456 856 4774 4971 1674 3427 932 4459 2230 5010 4971 774 3421 932 4459 944 856 774 3754 2458 4971 4080 2567 4459 3994 4459 3467 1515 3171 4459 1078 2626 3297 3624
87544617,750,701,10,0,0,0,3,3,3,2657 2567 4132 2649 4971 4929 1870 932 4459 4836 3981 3440 856 4413 2789
75415060,750,701,10,2,2,7,3,3,3,2657 2567 4132 2649 4971 4929 1870 932 4459 4836 3981 3440 856 4413 2789
40474572,750,701,10,2,2,29,3,3,3,2657 2567 4132 2649 4971 4929 1870 932 4459 4836 3981 3440 856 4413 2789
88871486,750,701,10,2,2,0,3,3,3,2657 2567 4132 2649 4971 4929 1870 932 4459 4836 3981 3440 856 4413 2789
16238635,750,701,10,2,2,0,3,3,3,2657 2567 4132 2649 4971 4929 1870 932 4459 4836 3981 3440 856 4413 2789
50725060,751,886,18,0,0,22,51,23,15,2076 4033 2567 4302 4269 2649 4971 854 1868 4841 4064 3958 932 4459 2230 4739
73236949,752,887,23,5,5,0,33,16,11,4655 2567 854 831 4818 4898 4971 774 1457 1497 1224 3400 856 3981 3443 2869 4050 4971 1232 1620 856 774 3754 2458 4971 4080 2567 4459 3994 4064 2878 932 4459 948
48275917,752,887,23,0,0,19,33,16,11,4655 2567 854 831 4818 4898 4971 774 1457 1497 1224 3400 856 3981 3443 2869 4050 4971 1232 1620 856 774 3754 2458 4971 4080 2567 4459 3994 4064 2878 932 4459 948
95745427,752,887,23,2,2,8,33,16,11,4655 2567 854 831 4818 4898 4971 774 1457 1497 1224 3400 856 3981 3443 2869 4050 4971 1232 1620 856 774 3754 2458 4971 4080 2567 4459 3994 4064 2878 932 4459 948
40444419,753,888,30,13,13,27,17,21,6,3951 4370 3963 4971 854 1868 1795 4836 3981 3441 3189 944 3437 856 1523 1464 4282 1779 4459 3994 2982 2586 3965
48859183,754,889,21,0,0,0,17,11,6,2239 2830 1049 4577 4971 3650 2590 856 4092 2204 4635 4533 932 4459 944 856 944 3171 4459 3112
63249873,754,889,21,2,2,1,17,11,6,2239 2830 1049 4577 4971 3650 2590 856 4092 2204 4635 4533 932 4459 944 856 944 3171 4459 3112
34802312,755,890,21,2,2,23,17,11,6,2239 2830 1049 4577 4971 3650 2590 856 774 4092 2204 4628 932 4459 2461 4533 932 4459 944 856 944 3171 4459 3112
53984323,756,891,10,12,12,26,93,36,13,3565 2646 2567 4270 4341 1691 2567 774 2895 2072 4971 854 1868 1795 4841 1991 2145 3981 3441 774 944 3438 856 1868 2466
47883302,756,891,10,12,12,7,93,36,13,3565 2646 2567 4270 4341 1691 2567 774 2895 2072 4971 854 1868 1795 4841 1991 2145 3981 3441 774 944 3438 856 1868 2466
83073022,757,892,3,0,0,1,64,7,0,379 2784 2567 4132 3216 1552 2649 4971 854 1868 4841
86054824,757,893,3,2,2,10,64,7,0,379 2784 2567 4132 3216 1552 2649 4971 854 1868 4841
23859347,758,894,61,0,0,28,56,27,14,4559 3778 4971 774 1674 2705 932 4459 2226 856 854 808 2445 4253 2561 2770 2606 856 3759 4142
28712596,759,895,61,0,0,0,77,27,14,3079 4971 3199 4561 2770 2843 856 2607 856 1561 2448 909 267 1439
62166667,759,895,61,2,2,32,77,27,14,3079 4971 3199 4561 2770 2843 856 2607 856 1561 2448 909 267 1439
53971072,759,895,61,0,0,21,77,27,14,3079 4971 3199 4561 2770 2843 856 2607 856 1561 2448 909 267 1439
79149062,760,896,0,0,0,1,3,3,3,4816 4583 2567 3216 1552 2649 4971 774 3754 2461
72031514,760,896,0,0,0,10,3,3,3,4816 4583 2567 3216 1552 2649 4971 774 3754 2461
66747433,760,896,0,2,2,18,3,3,3,4816 4583 2567 3216 1552 2649 4971 774 3754 2461
85996528,760,896,0,5,5,25,3,3,3,4816 4583 2567 3216 1552 2649 4971 774 3754 2461
36272478,761,897,55,0,0,2,108,18,17,1583 1078 2567 774 4064 4611 4898 4971 854 3206 856 1224 932 4459 944 3171 4459 3109 856 2869 4050 4971 1798 4458 4513 932 4459 1623
23347871,762,898,10,2,2,2,23,18,7,4929 4638 2567 854 832 3316 4898 4971 854 1868 1795 4835 856 3981 3443
35449995,763,899,0,2,2,1,108,30,17,4048 4577 2567 854 831 4900 3206 4971 774 1224 932 4459 944 3171 4459 3109 856 774 1760 2204 926 4459 922 2832
20811164,764,900,29,24,24,1,132,28,7,3951 557 3963 2567 4867 1694 5024 2144 856 1225 1893 932 4459 2226 856 3612 2466
58308473,765,901,33,0,0,21,133,30,5,2634 2567 774 2818 4439 2925 4898 4971 774 2481 4195 1456 4971 3515 5024 1779 4459 2226 856 2869 4050 4971 774 4382 856 1230 4929 1870 932 4459 4835 856 2087 2226 3440 4971 774 3512 4739
11761613,766,902,18,0,0,2,134,43,19,2693 831 1342 4033 2567 774 4003 1067 4971 774 2643 3315 3631 4836 1497 5024 932 4459 944 856 854 930 2461 3783 2840
60535727,767,903,24,0,0,0,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
36498900,767,903,24,0,0,35,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
85595634,767,903,24,0,0,9,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
89265208,767,903,24,0,0,5,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
62944829,767,903,24,0,0,5,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
68885197,767,903,24,1,1,9,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
25963368,767,903,24,0,0,8,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
32129675,767,903,24,0,0,12,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
83982006,767,903,24,1,1,12,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
90401596,767,903,24,1,1,0,24,4,4,4325 4971 3406 856 2990 2189 856 4769 4549 3019 2801
91924737,768,904,26,0,0,23,3,30,3,4577 2567 1552 4366 1978 4971 2909 1810 3971 856 4930 379 968 4054 4132 1195 2602
18061145,769,905,68,2,2,25,76,6,3,3879 4971 854 837 4318 1095 4638 856 2419 2567 3216 1552 2653 837 4317 4971 2869 4051 3513 1779 4459 2226 856 2869 2787 4971 3513 1779 4459 2605 4991 1094 4971 2869 4050 856 3513 932 4459 3981 856 1605 4638 4971 774 3699 4836 856 774 2421
96129149,770,906,23,0,0,32,106,18,11,2276 2095 4136 1793 2693 3783 1800 4971 774 4775 3094 808 3968 4258 856 3906 1630 3823 4708 4459 1214 4971 774 4930 1674 2204 856 1870 932 4459 948 4739
55418450,771,907,23,0,0,8,106,18,11,2693 1800 2567 774 1610 4898 4971 3379 932 4459 4577 856 774 4774 4971 774 1795 932 4459 3121 3823 932 4459 4835 4971 774 1795 856 774 3425 1790 4035 4739
19396840,772,908,55,2,2,1,99,39,18,4048 1078 2567 4987 1981 1242 1779 4459 2227 1339 3438 5010 4971 2269 932 4459 944 856 4513 932 4459 2461 3754 932 4459 948
43505125,773,909,1,0,0,3,81,1,1,4133 3148 1146 2567 3000 856 2714 4971 1893 856 4625 1628 4458 2286 4459 1214 774 3104 3902 856 2817 4350 3094 808 3968 4259 774 4133 1868 2458 856 774 3094 2006 932 4459 944 4971 4688 3272 3171 2530 856 1975
96712720,774,910,38,0,0,5,55,9,4,3801 2567 4133 2046 2700 4971 774 1195 2061 2220 3185 4459 3951 3994 4016 642 1439
61182796,774,910,38,0,0,8,4,9,4,3801 2567 4133 2046 2700 4971 774 1195 2061 2220 3185 4459 3951 3994 4016 642 1439
60282195,775,911,26,0,0,0,34,16,3,3954 2649 4577 2567 774 4132 3035 1067 4971 4822 3830 856 854 930 2461
93157886,776,912,0,0,0,5,3,34,3,4064 3958 4577 2567 3699 2649 4971 774 4774 856 3095 4521 3968 4261
63368321,777,913,55,0,0,30,135,34,17,3176 1078 2567 774 1552 4898 4971 3951 4051 4105 856 2204 1719
22009121,778,914,55,0,0,26,80,28,17,4048 1078 2567 832 1583 1342 4971 774 4451 3315 1457 1242 1779 4459 2227 2468 2595 856 3885 3379 932 4459 2226 856 774 4092 2204 4628 926 4459 922
97027746,779,915,55,0,0,12,80,28,17,776 3176 1078 2567 4987 1978 4971 774 3923 1870 856 774 2204 4628 932 4459 4578 856 3951 4054
95879574,780,916,57,0,0,0,38,1,1,1092 2567 4302 3000 856 2714 4971 774 3911 1855 3185 4459 4835 856 3838 3095 808 3968 4259 4719 3067 3256 1628 4458 2815 856 3903 856 854 3206 856 2526 2003 932 4459 948 2830 2353 4971 1497 3516
39747580,781,917,23,0,0,0,18,10,0,3951 1800 2567 2825 4366 1978 4971 1810 3972 379 4050 4971 3885 4666 856 3951 4080 2567 4459 3994
79425333,781,917,23,0,0,5,18,10,0,3951 1800 2567 2825 4366 1978 4971 1810 3972 379 4050 4971 3885 4666 856 3951 4080 2567 4459 3994
22402512,781,917,23,0,0,19,18,10,0,3951 1800 2567 2825 4366 1978 4971 1810 3972 379 4050 4971 3885 4666 856 3951 4080 2567 4459 3994
58662072,781,917,23,0,0,20,18,10,0,3951 1800 2567 2825 4366 1978 4971 1810 3972 379 4050 4971 3885 4666 856 3951 4080 2567 4459 3994
28488768,782,918,34,0,0,0,74,14,7,4243 3943 2567 774 4818 4898 4971 774 2276 4413 4836 3094 4662 1456 856 1382 2230 2869 4050 4971 808 1238 932 4459 1620 856 774 3754 2461 4064 2878 932 4459 948
78102527,783,919,29,12,12,26,126,33,10,557 3963 2567 4867 4269 1691 4971 774 3631 4836 5024 2144 856 4065 2787 4971 3885 4666 932 4459 2466
59136954,784,920,53,0,0,22,121,27,14,4127 1557 3948 2567 2561 2770 4971 774 2649 4577 3841 3447 4560 856 1561 2450 3783 2844 2561 2770 2606 856 3759 4142 2445 617 1439
40561237,784,920,53,2,2,26,121,27,14,4127 1557 3948 2567 2561 2770 4971 774 2649 4577 3841 3447 4560 856 1561 2450 3783 2844 2561 2770 2606 856 3759 4142 2445 617 1439
85685601,784,921,53,0,0,19,121,27,14,4127 1557 3948 2567 2561 2770 4971 774 2649 4577 3841 3447 4560 856 1561 2450 3783 2844 2561 2770 2606 856 3759 4142 2445 617 1439
55641550,784,921,53,0,0,28,121,27,14,4127 1557 3948 2567 2561 2770 4971 774 2649 4577 3841 3447 4560 856 1561 2450 3783 2844 2561 2770 2606 856 3759 4142 2445 617 1439
43155975,785,922,5,2,2,0,5,4,4,4704 4971 774 4433 2399 856 2957 1559 2794 308 1433 2157
28364931,785,922,5,2,2,25,5,4,4,4704 4971 774 4433 2399 856 2957 1559 2794 308 1433 2157
79702496,785,922,5,2,2,14,5,4,4,4704 4971 774 4433 2399 856 2957 1559 2794 308 1433 2157
75244750,785,922,5,2,2,17,5,4,4,4704 4971 774 4433 2399 856 2957 1559 2794 308 1433 2157
28592800,785,922,5,2,2,12,5,4,4,4704 4971 774 4433 2399 856 2957 1559 2794 308 1433 2157
50943752,785,922,5,2,2,0,5,4,4,4704 4971 774 4433 2399 856 2957 1559 2794 308 1433 2157
19243371,786,923,10,0,0,3,66,17,7,4317 4638 2567 774 4269 4898 4971 774 1497 2526 2000 856 5024 2146 1721 3981 3441 2654 944 3440 4971 774 1225 856 2787 4971 1572 4329 4029 2072 5036 774 2072 4971 4064 3958 2787 4458 2626 1411 932 4459 4479 2697 856 875 4555 1573 774 1493 2076 3999
72853309,786,923,10,7,7,8,66,17,7,4317 4638 2567 774 4269 4898 4971 774 1497 2526 2000 856 5024 2146 1721 3981 3441 2654 944 3440 4971 774 1225 856 2787 4971 1572 4329 4029 2072 5036 774 2072 4971 4064 3958 2787 4458 2626 1411 932 4459 4479 2697 856 875 4555 1573 774 1493 2076 3999
33643053,787,924,23,0,0,26,113,43,11,3783 775 1800 4971 774 2382 3094 3594 944 4971 1674 2990 4294 856 5024 2567 3189 3985 2832
74338703,788,925,0,0,0,25,108,18,17,3783 4577 4971 774 4775 2714 4628 932 4459 4577 856 3095 808 3968 4261
61488849,788,925,0,0,0,0,108,18,17,3783 4577 4971 774 4775 2714 4628 932 4459 4577 856 3095 808 3968 4261
80414470,788,925,0,0,0,28,113,43,11,3783 4577 4971 774 4775 2714 4628 932 4459 4577 856 3095 808 3968 4261
71435161,789,926,33,0,0,0,39,5,5,3290 2567 774 4302 4898 4971 774 1795 2516 4971 774 2106 2838 932 4459 2230 5024 856 4950 2087 4971 774 2527 2006 932 4459 2227 2407 3440 856 3304 3440 4971 774 2087 856 2527 2008 808 4382 4971 774 2527 2006 932 4459 1620 856 3991 856 774 1795 932 4459 2461 4064 2878 932 4459 948 4739
49482164,789,926,33,0,0,17,39,5,5,3290 2567 774 4302 4898 4971 774 1795 2516 4971 774 2106 2838 932 4459 2230 5024 856 4950 2087 4971 774 2527 2006 932 4459 2227 2407 3440 856 3304 3440 4971 774 2087 856 2527 2008 808 4382 4971 774 2527 2006 932 4459 1620 856 3991 856 774 1795 932 4459 2461 4064 2878 932 4459 948 4739
32055493,790,927,29,0,0,1,126,33,10,3951 3963 2567 774 2834 856 1552 4898 4971 854 1868 1795 4836 3981 3440 856 2714 1717 932 4459 2466 4739
70561724,791,928,11,0,0,1,0,21,0,3751 4381 2567 3216 1552 2653
49766798,791,928,11,0,0,0,0,21,0,3751 4381 2567 3216 1552 2653
56532267,791,928,26,0,0,19,84,21,0,3751 4381 2567 3216 1552 2653
23844009,791,928,26,0,0,3,84,21,0,3751 4381 2567 3216 1552 2653
24668219,791,928,26,15,15,17,84,21,0,3751 4381 2567 3216 1552 2653
64943505,791,928,26,1,1,10,84,21,0,3751 4381 2567 3216 1552 2653
96615461,791,928,26,26,26,12,84,21,0,3751 4381 2567 3216 1552 2653
80014511,791,928,26,5,5,7,84,21,0,3751 4381 2567 3216 1552 2653
86886282,791,928,26,1,1,10,84,21,0,3751 4381 2567 3216 1552 2653
75175597,792,929,26,0,0,1,84,21,0,4774 4381 2567 3216 1552 2653
35511787,792,929,26,0,0,0,84,21,0,4774 4381 2567 3216 1552 2653
34528969,792,929,26,1,1,10,84,21,0,4774 4381 2567 3216 1552 2653
48168029,792,929,26,26,26,7,84,21,0,4774 4381 2567 3216 1552 2653
20621658,793,930,10,0,0,26,89,23,7,1817 2567 4867 4269 1691 4971 2415 1717 856 808 4258 4971 774 2990 2002 2226 1339 3438 3981 856 944 3441 4413 2787 856 1242 932 4459 3994
13191595,794,931,32,2,2,10,85,12,1,3581 3963 2567 4132 2649 4971 854 1868 4835 856 3981 3443
37052411,795,932,19,1,1,3,41,20,4,1771 2419 2567 774 4133 2048 4818 1067 4971 854 2561 4314 899 3185 4459 4670 2461
61316941,795,932,19,20,20,0,41,20,4,1771 2419 2567 774 4133 2048 4818 1067 4971 854 2561 4314 899 3185 4459 4670 2461
77451433,796,933,55,0,0,1,108,33,17,3954 1078 2567 854 831 4898 4971 774 3748 3119 856 3951 4080 2567 4459 3994 4064 2878 932 4459 948
90836900,796,933,55,0,0,21,108,33,17,3954 1078 2567 854 831 4898 4971 774 3748 3119 856 3951 4080 2567 4459 3994 4064 2878 932 4459 948
13486299,796,933,7,5,5,7,108,33,17,3954 1078 2567 854 831 4898 4971 774 3748 3119 856 3951 4080 2567 4459 3994 4064 2878 932 4459 948
63705070,796,933,7,0,0,1,108,33,17,3954 1078 2567 854 831 4898 4971 774 3748 3119 856 3951 4080 2567 4459 3994 4064 2878 932 4459 948
51428950,796,933,7,2,2,7,108,33,17,3954 1078 2567 854 831 4898 4971 774 3748 3119 856 3951 4080 2567 4459 3994 4064 2878 932 4459 948
63817816,796,933,7,5,5,29,108,33,17,3954 1078 2567 854 831 4898 4971 774 3748 3119 856 3951 4080 2567 4459 3994 4064 2878 932 4459 948
79798282,797,934,0,17,17,5,54,13,3,4816 4577 2567 1552 2649 4971 774 3520 3061
69652214,798,935,0,2,2,22,122,23,17,4048 4577 2567 774 4818 4898 4971 3095 808 3968 4261
38471472,798,935,0,2,2,1,122,23,17,4048 4577 2567 774 4818 4898 4971 3095 808 3968 4261
75264668,799,936,55,0,0,1,122,23,17,1595 1078 2567 774 1552 4898 4971 1186 859 3951 3595 4050 856 4105 926 4459 3120 4050 856 2461
98851889,800,937,55,1,1,25,108,18,17,2834 3943 4971 774 4092 4195 1456 856 1242 1779 4459 2230 2087 1339 3441 2869 4050 4971 774 4382 856 1224 856 774 3754 2461
65479425,801,938,6,5,5,1,59,16,9,2874 2048 4577 4971 774 3754 2461 2878 932 4459 948
78822464,801,938,6,5,5,3,59,16,9,2874 2048 4577 4971 774 3754 2461 2878 932 4459 948
57808890,801,938,6,5,5,7,59,16,9,2874 2048 4577 4971 774 3754 2461 2878 932 4459 948
39295579,802,939,31,0,0,0,30,17,9,1282 2567 774 4132 2046 2980 4977 2700 4971 774 4775 1242 1779 4459 2227 2869 4050 856 3702 932 4459 1620 856 2461
73484549,802,939,31,1,1,3,30,17,9,1282 2567 774 4132 2046 2980 4977 2700 4971 774 4775 1242 1779 4459 2227 2869 4050 856 3702 932 4459 1620 856 2461
52998756,803,940,23,2,2,25,58,28,11,3951 1800 2567 4303 3316 1552 2649 4971 3094 808 3968 4258 856 774 1674 2705 1711 932 4459 1216 1497 5024 932 4459 945 774 3823 932 4459 4835 856 774 2094 4033 4971 774 2119 932 4459 2461 2830 932 4459 2226 3171 4459 1089
80104143,804,941,19,18,18,0,96,38,4,1771 2419 2567 3525 2653
77517729,805,942,25,0,0,0,96,38,4,4956 2307 2567 4466 2106 4971 3637 3277 774 2524 856 2890 4382 932 4459 4999 774 4251 932 4459 4577 856 3629 1719
30728710,806,943,29,0,0,0,23,18,7,3420 2567 774 4818 4898 4971 2869 4050 4971 774 1795 4458 4533 932 4459 1623 1677 3206 932 4459 945 1224 932 4459 944 3171 4459 3110 1868 3823 932 4459 4836 3981 3440 856 3951 2789 4739
77147058,807,944,51,7,7,0,65,9,4,4303 3749 2561 2770 3968 954 4971 774 3587 2230 5024 932 4459 4578 3189 4092 2586 1485 856 774 2990 1312 3968 4253 2832 4016 610 1439
58474649,808,945,6,13,13,7,30,14,9,2874 2048 2661 2567 774 1552 1067 4971 3702 926 4459 3119 856 1623
19794963,809,946,10,0,0,21,113,43,11,4929 3783 4638 4971 2481 4080 2567 4459 3992 3981 3441 774 4913 944 3437 856 774 1497 5024 2567 4459 3985
86888012,810,947,26,0,0,22,3,33,3,2873 4577 2567 4132 3216 1552 2653
82405380,810,947,26,0,0,1,3,33,3,2873 4577 2567 4132 3216 1552 2653
90777760,811,948,26,0,0,1,3,30,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
92087462,811,948,26,1,1,0,3,30,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
84217111,811,948,26,1,1,7,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
52689289,811,948,26,0,0,0,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
74058830,811,948,26,5,5,7,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
95219595,811,948,26,5,5,7,3,30,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
26375149,811,948,26,1,1,12,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
18898084,811,949,26,0,0,1,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
90124380,811,949,26,0,0,0,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
66902184,811,950,26,0,0,28,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
27995745,811,950,26,0,0,19,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
62805266,811,949,26,0,0,7,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
10425012,811,950,26,1,1,2,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
43946787,811,950,26,1,1,6,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
60257724,811,950,26,0,0,18,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
69596423,811,950,26,0,0,14,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
32281506,811,949,26,1,1,6,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
53121961,811,949,26,0,0,5,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
72345395,811,949,26,5,5,7,3,33,3,2076 4577 2567 4269 2649 4971 774 3748 3109 856 2869 4054
