id,date,country,store,product,num_sold
33570,2011-01-09,Canada,Discount Stickers,Holographic Goose,800.0
33615,2011-01-09,Kenya,Discount Stickers,Holographic Goose,20.0
33660,2011-01-10,Canada,Discount Stickers,Holographic Goose,800.0
33705,2011-01-10,Kenya,Discount Stickers,Holographic Goose,20.0
33710,2011-01-10,Kenya,Stickers for Less,Holographic Goose,20.0
33750,2011-01-11,Canada,Discount Stickers,Holographic Goose,800.0
33795,2011-01-11,Kenya,Discount Stickers,Holographic Goose,20.0
33800,2011-01-11,Kenya,Stickers for Less,Holographic Goose,20.0
33840,2011-01-12,Canada,Discount Stickers,Holographic Goose,800.0
33885,2011-01-12,Kenya,Discount Stickers,Holographic Goose,20.0
33890,2011-01-12,Kenya,Stickers for Less,Holographic Goose,20.0
33930,2011-01-13,Canada,Discount Stickers,Holographic Goose,800.0
33975,2011-01-13,Kenya,Discount Stickers,Holographic Goose,20.0
33980,2011-01-13,Kenya,Stickers for Less,Holographic Goose,20.0
33985,2011-01-13,Kenya,Premium Sticker Mart,Holographic Goose,20.0
34020,2011-01-14,Canada,Discount Stickers,Holographic Goose,800.0
34065,2011-01-14,Kenya,Discount Stickers,Holographic Goose,20.0
34070,2011-01-14,Kenya,Stickers for Less,Holographic Goose,20.0
34110,2011-01-15,Canada,Discount Stickers,Holographic Goose,800.0
34155,2011-01-15,Kenya,Discount Stickers,Holographic Goose,20.0
34160,2011-01-15,Kenya,Stickers for Less,Holographic Goose,20.0
34200,2011-01-16,Canada,Discount Stickers,Holographic Goose,800.0
34245,2011-01-16,Kenya,Discount Stickers,Holographic Goose,20.0
34290,2011-01-17,Canada,Discount Stickers,Holographic Goose,800.0
34335,2011-01-17,Kenya,Discount Stickers,Holographic Goose,20.0
34340,2011-01-17,Kenya,Stickers for Less,Holographic Goose,20.0
34380,2011-01-18,Canada,Discount Stickers,Holographic Goose,800.0
34385,2011-01-18,Canada,Stickers for Less,Holographic Goose,800.0
34425,2011-01-18,Kenya,Discount Stickers,Holographic Goose,20.0
34430,2011-01-18,Kenya,Stickers for Less,Holographic Goose,20.0
34435,2011-01-18,Kenya,Premium Sticker Mart,Holographic Goose,20.0
34470,2011-01-19,Canada,Discount Stickers,Holographic Goose,800.0
34515,2011-01-19,Kenya,Discount Stickers,Holographic Goose,20.0
34520,2011-01-19,Kenya,Stickers for Less,Holographic Goose,20.0
34525,2011-01-19,Kenya,Premium Sticker Mart,Holographic Goose,20.0
34560,2011-01-20,Canada,Discount Stickers,Holographic Goose,800.0
34605,2011-01-20,Kenya,Discount Stickers,Holographic Goose,20.0
34610,2011-01-20,Kenya,Stickers for Less,Holographic Goose,20.0
34650,2011-01-21,Canada,Discount Stickers,Holographic Goose,800.0
34695,2011-01-21,Kenya,Discount Stickers,Holographic Goose,20.0
34700,2011-01-21,Kenya,Stickers for Less,Holographic Goose,20.0
34740,2011-01-22,Canada,Discount Stickers,Holographic Goose,800.0
34785,2011-01-22,Kenya,Discount Stickers,Holographic Goose,20.0
34790,2011-01-22,Kenya,Stickers for Less,Holographic Goose,20.0
34830,2011-01-23,Canada,Discount Stickers,Holographic Goose,800.0
34875,2011-01-23,Kenya,Discount Stickers,Holographic Goose,20.0
34920,2011-01-24,Canada,Discount Stickers,Holographic Goose,800.0
34965,2011-01-24,Kenya,Discount Stickers,Holographic Goose,20.0
34970,2011-01-24,Kenya,Stickers for Less,Holographic Goose,20.0
34975,2011-01-24,Kenya,Premium Sticker Mart,Holographic Goose,20.0
35010,2011-01-25,Canada,Discount Stickers,Holographic Goose,800.0
35055,2011-01-25,Kenya,Discount Stickers,Holographic Goose,20.0
35060,2011-01-25,Kenya,Stickers for Less,Holographic Goose,20.0
35100,2011-01-26,Canada,Discount Stickers,Holographic Goose,800.0
35145,2011-01-26,Kenya,Discount Stickers,Holographic Goose,20.0
35150,2011-01-26,Kenya,Stickers for Less,Holographic Goose,20.0
35190,2011-01-27,Canada,Discount Stickers,Holographic Goose,800.0
35235,2011-01-27,Kenya,Discount Stickers,Holographic Goose,20.0
35240,2011-01-27,Kenya,Stickers for Less,Holographic Goose,20.0
35280,2011-01-28,Canada,Discount Stickers,Holographic Goose,800.0
35325,2011-01-28,Kenya,Discount Stickers,Holographic Goose,20.0
35330,2011-01-28,Kenya,Stickers for Less,Holographic Goose,20.0
35370,2011-01-29,Canada,Discount Stickers,Holographic Goose,800.0
35415,2011-01-29,Kenya,Discount Stickers,Holographic Goose,20.0
35420,2011-01-29,Kenya,Stickers for Less,Holographic Goose,20.0
35460,2011-01-30,Canada,Discount Stickers,Holographic Goose,800.0
35505,2011-01-30,Kenya,Discount Stickers,Holographic Goose,20.0
35550,2011-01-31,Canada,Discount Stickers,Holographic Goose,800.0
35595,2011-01-31,Kenya,Discount Stickers,Holographic Goose,20.0
35600,2011-01-31,Kenya,Stickers for Less,Holographic Goose,20.0
35605,2011-01-31,Kenya,Premium Sticker Mart,Holographic Goose,20.0
35640,2011-02-01,Canada,Discount Stickers,Holographic Goose,800.0
35685,2011-02-01,Kenya,Discount Stickers,Holographic Goose,20.0
35690,2011-02-01,Kenya,Stickers for Less,Holographic Goose,20.0
35730,2011-02-02,Canada,Discount Stickers,Holographic Goose,800.0
35775,2011-02-02,Kenya,Discount Stickers,Holographic Goose,20.0
35778,2011-02-02,Kenya,Discount Stickers,Kerneler,20.0
35780,2011-02-02,Kenya,Stickers for Less,Holographic Goose,20.0
35820,2011-02-03,Canada,Discount Stickers,Holographic Goose,800.0
35865,2011-02-03,Kenya,Discount Stickers,Holographic Goose,20.0
35870,2011-02-03,Kenya,Stickers for Less,Holographic Goose,20.0
35910,2011-02-04,Canada,Discount Stickers,Holographic Goose,800.0
35955,2011-02-04,Kenya,Discount Stickers,Holographic Goose,20.0
35960,2011-02-04,Kenya,Stickers for Less,Holographic Goose,20.0
36000,2011-02-05,Canada,Discount Stickers,Holographic Goose,800.0
36045,2011-02-05,Kenya,Discount Stickers,Holographic Goose,20.0
36090,2011-02-06,Canada,Discount Stickers,Holographic Goose,800.0
36135,2011-02-06,Kenya,Discount Stickers,Holographic Goose,20.0
36180,2011-02-07,Canada,Discount Stickers,Holographic Goose,800.0
36225,2011-02-07,Kenya,Discount Stickers,Holographic Goose,20.0
36230,2011-02-07,Kenya,Stickers for Less,Holographic Goose,20.0
36270,2011-02-08,Canada,Discount Stickers,Holographic Goose,800.0
36315,2011-02-08,Kenya,Discount Stickers,Holographic Goose,20.0
36320,2011-02-08,Kenya,Stickers for Less,Holographic Goose,20.0
36360,2011-02-09,Canada,Discount Stickers,Holographic Goose,800.0
36405,2011-02-09,Kenya,Discount Stickers,Holographic Goose,20.0
36410,2011-02-09,Kenya,Stickers for Less,Holographic Goose,20.0
36450,2011-02-10,Canada,Discount Stickers,Holographic Goose,800.0
36495,2011-02-10,Kenya,Discount Stickers,Holographic Goose,20.0
36500,2011-02-10,Kenya,Stickers for Less,Holographic Goose,20.0
36505,2011-02-10,Kenya,Premium Sticker Mart,Holographic Goose,20.0
36540,2011-02-11,Canada,Discount Stickers,Holographic Goose,800.0
36585,2011-02-11,Kenya,Discount Stickers,Holographic Goose,20.0
36590,2011-02-11,Kenya,Stickers for Less,Holographic Goose,20.0
36630,2011-02-12,Canada,Discount Stickers,Holographic Goose,800.0
36675,2011-02-12,Kenya,Discount Stickers,Holographic Goose,20.0
36680,2011-02-12,Kenya,Stickers for Less,Holographic Goose,20.0
36720,2011-02-13,Canada,Discount Stickers,Holographic Goose,800.0
36765,2011-02-13,Kenya,Discount Stickers,Holographic Goose,20.0
36810,2011-02-14,Canada,Discount Stickers,Holographic Goose,800.0
36855,2011-02-14,Kenya,Discount Stickers,Holographic Goose,20.0
36860,2011-02-14,Kenya,Stickers for Less,Holographic Goose,20.0
36865,2011-02-14,Kenya,Premium Sticker Mart,Holographic Goose,20.0
36900,2011-02-15,Canada,Discount Stickers,Holographic Goose,800.0
36945,2011-02-15,Kenya,Discount Stickers,Holographic Goose,20.0
36948,2011-02-15,Kenya,Discount Stickers,Kerneler,20.0
36950,2011-02-15,Kenya,Stickers for Less,Holographic Goose,20.0
36990,2011-02-16,Canada,Discount Stickers,Holographic Goose,800.0
37035,2011-02-16,Kenya,Discount Stickers,Holographic Goose,20.0
37040,2011-02-16,Kenya,Stickers for Less,Holographic Goose,20.0
37080,2011-02-17,Canada,Discount Stickers,Holographic Goose,800.0
37125,2011-02-17,Kenya,Discount Stickers,Holographic Goose,20.0
37130,2011-02-17,Kenya,Stickers for Less,Holographic Goose,20.0
37170,2011-02-18,Canada,Discount Stickers,Holographic Goose,800.0
37215,2011-02-18,Kenya,Discount Stickers,Holographic Goose,20.0
37220,2011-02-18,Kenya,Stickers for Less,Holographic Goose,20.0
37260,2011-02-19,Canada,Discount Stickers,Holographic Goose,800.0
37305,2011-02-19,Kenya,Discount Stickers,Holographic Goose,20.0
37310,2011-02-19,Kenya,Stickers for Less,Holographic Goose,20.0
37350,2011-02-20,Canada,Discount Stickers,Holographic Goose,800.0
37395,2011-02-20,Kenya,Discount Stickers,Holographic Goose,20.0
37440,2011-02-21,Canada,Discount Stickers,Holographic Goose,800.0
37485,2011-02-21,Kenya,Discount Stickers,Holographic Goose,20.0
37490,2011-02-21,Kenya,Stickers for Less,Holographic Goose,20.0
37495,2011-02-21,Kenya,Premium Sticker Mart,Holographic Goose,20.0
37530,2011-02-22,Canada,Discount Stickers,Holographic Goose,800.0
37575,2011-02-22,Kenya,Discount Stickers,Holographic Goose,20.0
37580,2011-02-22,Kenya,Stickers for Less,Holographic Goose,20.0
37620,2011-02-23,Canada,Discount Stickers,Holographic Goose,800.0
37665,2011-02-23,Kenya,Discount Stickers,Holographic Goose,20.0
37670,2011-02-23,Kenya,Stickers for Less,Holographic Goose,20.0
37675,2011-02-23,Kenya,Premium Sticker Mart,Holographic Goose,20.0
37710,2011-02-24,Canada,Discount Stickers,Holographic Goose,800.0
37755,2011-02-24,Kenya,Discount Stickers,Holographic Goose,20.0
37760,2011-02-24,Kenya,Stickers for Less,Holographic Goose,20.0
37765,2011-02-24,Kenya,Premium Sticker Mart,Holographic Goose,20.0
37800,2011-02-25,Canada,Discount Stickers,Holographic Goose,800.0
37845,2011-02-25,Kenya,Discount Stickers,Holographic Goose,20.0
37850,2011-02-25,Kenya,Stickers for Less,Holographic Goose,20.0
37890,2011-02-26,Canada,Discount Stickers,Holographic Goose,800.0
37935,2011-02-26,Kenya,Discount Stickers,Holographic Goose,20.0
37940,2011-02-26,Kenya,Stickers for Less,Holographic Goose,20.0
37980,2011-02-27,Canada,Discount Stickers,Holographic Goose,800.0
38025,2011-02-27,Kenya,Discount Stickers,Holographic Goose,20.0
38030,2011-02-27,Kenya,Stickers for Less,Holographic Goose,20.0
38070,2011-02-28,Canada,Discount Stickers,Holographic Goose,800.0
38115,2011-02-28,Kenya,Discount Stickers,Holographic Goose,20.0
38120,2011-02-28,Kenya,Stickers for Less,Holographic Goose,20.0
38125,2011-02-28,Kenya,Premium Sticker Mart,Holographic Goose,20.0
38160,2011-03-01,Canada,Discount Stickers,Holographic Goose,800.0
38205,2011-03-01,Kenya,Discount Stickers,Holographic Goose,20.0
38210,2011-03-01,Kenya,Stickers for Less,Holographic Goose,20.0
38215,2011-03-01,Kenya,Premium Sticker Mart,Holographic Goose,20.0
38250,2011-03-02,Canada,Discount Stickers,Holographic Goose,800.0
38295,2011-03-02,Kenya,Discount Stickers,Holographic Goose,20.0
38298,2011-03-02,Kenya,Discount Stickers,Kerneler,20.0
38300,2011-03-02,Kenya,Stickers for Less,Holographic Goose,20.0
38340,2011-03-03,Canada,Discount Stickers,Holographic Goose,800.0
38385,2011-03-03,Kenya,Discount Stickers,Holographic Goose,20.0
38388,2011-03-03,Kenya,Discount Stickers,Kerneler,20.0
38390,2011-03-03,Kenya,Stickers for Less,Holographic Goose,20.0
38395,2011-03-03,Kenya,Premium Sticker Mart,Holographic Goose,20.0
38430,2011-03-04,Canada,Discount Stickers,Holographic Goose,800.0
38475,2011-03-04,Kenya,Discount Stickers,Holographic Goose,20.0
38480,2011-03-04,Kenya,Stickers for Less,Holographic Goose,20.0
38520,2011-03-05,Canada,Discount Stickers,Holographic Goose,800.0
38565,2011-03-05,Kenya,Discount Stickers,Holographic Goose,20.0
38610,2011-03-06,Canada,Discount Stickers,Holographic Goose,800.0
38655,2011-03-06,Kenya,Discount Stickers,Holographic Goose,20.0
38700,2011-03-07,Canada,Discount Stickers,Holographic Goose,800.0
38745,2011-03-07,Kenya,Discount Stickers,Holographic Goose,20.0
38750,2011-03-07,Kenya,Stickers for Less,Holographic Goose,20.0
38755,2011-03-07,Kenya,Premium Sticker Mart,Holographic Goose,20.0
38790,2011-03-08,Canada,Discount Stickers,Holographic Goose,800.0
38835,2011-03-08,Kenya,Discount Stickers,Holographic Goose,20.0
38840,2011-03-08,Kenya,Stickers for Less,Holographic Goose,20.0
38845,2011-03-08,Kenya,Premium Sticker Mart,Holographic Goose,20.0
38880,2011-03-09,Canada,Discount Stickers,Holographic Goose,800.0
38925,2011-03-09,Kenya,Discount Stickers,Holographic Goose,20.0
38928,2011-03-09,Kenya,Discount Stickers,Kerneler,20.0
38930,2011-03-09,Kenya,Stickers for Less,Holographic Goose,20.0
38935,2011-03-09,Kenya,Premium Sticker Mart,Holographic Goose,20.0
38970,2011-03-10,Canada,Discount Stickers,Holographic Goose,800.0
39015,2011-03-10,Kenya,Discount Stickers,Holographic Goose,20.0
39018,2011-03-10,Kenya,Discount Stickers,Kerneler,20.0
39020,2011-03-10,Kenya,Stickers for Less,Holographic Goose,20.0
39025,2011-03-10,Kenya,Premium Sticker Mart,Holographic Goose,20.0
39060,2011-03-11,Canada,Discount Stickers,Holographic Goose,800.0
39105,2011-03-11,Kenya,Discount Stickers,Holographic Goose,20.0
39110,2011-03-11,Kenya,Stickers for Less,Holographic Goose,20.0
39115,2011-03-11,Kenya,Premium Sticker Mart,Holographic Goose,20.0
39150,2011-03-12,Canada,Discount Stickers,Holographic Goose,800.0
39195,2011-03-12,Kenya,Discount Stickers,Holographic Goose,20.0
39200,2011-03-12,Kenya,Stickers for Less,Holographic Goose,20.0
39240,2011-03-13,Canada,Discount Stickers,Holographic Goose,800.0
39285,2011-03-13,Kenya,Discount Stickers,Holographic Goose,20.0
39330,2011-03-14,Canada,Discount Stickers,Holographic Goose,800.0
39375,2011-03-14,Kenya,Discount Stickers,Holographic Goose,20.0
39378,2011-03-14,Kenya,Discount Stickers,Kerneler,20.0
39380,2011-03-14,Kenya,Stickers for Less,Holographic Goose,20.0
39385,2011-03-14,Kenya,Premium Sticker Mart,Holographic Goose,20.0
39420,2011-03-15,Canada,Discount Stickers,Holographic Goose,800.0
39465,2011-03-15,Kenya,Discount Stickers,Holographic Goose,20.0
39470,2011-03-15,Kenya,Stickers for Less,Holographic Goose,20.0
39475,2011-03-15,Kenya,Premium Sticker Mart,Holographic Goose,20.0
39510,2011-03-16,Canada,Discount Stickers,Holographic Goose,800.0
39555,2011-03-16,Kenya,Discount Stickers,Holographic Goose,20.0
39558,2011-03-16,Kenya,Discount Stickers,Kerneler,20.0
39560,2011-03-16,Kenya,Stickers for Less,Holographic Goose,20.0
39565,2011-03-16,Kenya,Premium Sticker Mart,Holographic Goose,20.0
39600,2011-03-17,Canada,Discount Stickers,Holographic Goose,800.0
39645,2011-03-17,Kenya,Discount Stickers,Holographic Goose,20.0
39650,2011-03-17,Kenya,Stickers for Less,Holographic Goose,20.0
39655,2011-03-17,Kenya,Premium Sticker Mart,Holographic Goose,20.0
39690,2011-03-18,Canada,Discount Stickers,Holographic Goose,800.0
39735,2011-03-18,Kenya,Discount Stickers,Holographic Goose,20.0
39740,2011-03-18,Kenya,Stickers for Less,Holographic Goose,20.0
39745,2011-03-18,Kenya,Premium Sticker Mart,Holographic Goose,20.0
39780,2011-03-19,Canada,Discount Stickers,Holographic Goose,800.0
39825,2011-03-19,Kenya,Discount Stickers,Holographic Goose,20.0
39830,2011-03-19,Kenya,Stickers for Less,Holographic Goose,20.0
39870,2011-03-20,Canada,Discount Stickers,Holographic Goose,800.0
39915,2011-03-20,Kenya,Discount Stickers,Holographic Goose,20.0
39960,2011-03-21,Canada,Discount Stickers,Holographic Goose,800.0
40005,2011-03-21,Kenya,Discount Stickers,Holographic Goose,20.0
40010,2011-03-21,Kenya,Stickers for Less,Holographic Goose,20.0
40050,2011-03-22,Canada,Discount Stickers,Holographic Goose,800.0
40095,2011-03-22,Kenya,Discount Stickers,Holographic Goose,20.0
40098,2011-03-22,Kenya,Discount Stickers,Kerneler,20.0
40100,2011-03-22,Kenya,Stickers for Less,Holographic Goose,20.0
40105,2011-03-22,Kenya,Premium Sticker Mart,Holographic Goose,20.0
40140,2011-03-23,Canada,Discount Stickers,Holographic Goose,800.0
40185,2011-03-23,Kenya,Discount Stickers,Holographic Goose,20.0
40190,2011-03-23,Kenya,Stickers for Less,Holographic Goose,20.0
40195,2011-03-23,Kenya,Premium Sticker Mart,Holographic Goose,20.0
40230,2011-03-24,Canada,Discount Stickers,Holographic Goose,800.0
40275,2011-03-24,Kenya,Discount Stickers,Holographic Goose,20.0
40278,2011-03-24,Kenya,Discount Stickers,Kerneler,20.0
40280,2011-03-24,Kenya,Stickers for Less,Holographic Goose,20.0
40285,2011-03-24,Kenya,Premium Sticker Mart,Holographic Goose,20.0
40320,2011-03-25,Canada,Discount Stickers,Holographic Goose,800.0
40365,2011-03-25,Kenya,Discount Stickers,Holographic Goose,20.0
40370,2011-03-25,Kenya,Stickers for Less,Holographic Goose,20.0
40410,2011-03-26,Canada,Discount Stickers,Holographic Goose,800.0
40455,2011-03-26,Kenya,Discount Stickers,Holographic Goose,20.0
40460,2011-03-26,Kenya,Stickers for Less,Holographic Goose,20.0
40500,2011-03-27,Canada,Discount Stickers,Holographic Goose,800.0
40545,2011-03-27,Kenya,Discount Stickers,Holographic Goose,20.0
40590,2011-03-28,Canada,Discount Stickers,Holographic Goose,800.0
40635,2011-03-28,Kenya,Discount Stickers,Holographic Goose,20.0
40638,2011-03-28,Kenya,Discount Stickers,Kerneler,20.0
40640,2011-03-28,Kenya,Stickers for Less,Holographic Goose,20.0
40645,2011-03-28,Kenya,Premium Sticker Mart,Holographic Goose,20.0
40680,2011-03-29,Canada,Discount Stickers,Holographic Goose,800.0
40725,2011-03-29,Kenya,Discount Stickers,Holographic Goose,20.0
40728,2011-03-29,Kenya,Discount Stickers,Kerneler,20.0
40730,2011-03-29,Kenya,Stickers for Less,Holographic Goose,20.0
40735,2011-03-29,Kenya,Premium Sticker Mart,Holographic Goose,20.0
40770,2011-03-30,Canada,Discount Stickers,Holographic Goose,800.0
40815,2011-03-30,Kenya,Discount Stickers,Holographic Goose,20.0
40818,2011-03-30,Kenya,Discount Stickers,Kerneler,20.0
40820,2011-03-30,Kenya,Stickers for Less,Holographic Goose,20.0
40825,2011-03-30,Kenya,Premium Sticker Mart,Holographic Goose,20.0
40860,2011-03-31,Canada,Discount Stickers,Holographic Goose,800.0
40905,2011-03-31,Kenya,Discount Stickers,Holographic Goose,20.0
40910,2011-03-31,Kenya,Stickers for Less,Holographic Goose,20.0
40915,2011-03-31,Kenya,Premium Sticker Mart,Holographic Goose,20.0
40950,2011-04-01,Canada,Discount Stickers,Holographic Goose,800.0
40995,2011-04-01,Kenya,Discount Stickers,Holographic Goose,20.0
41000,2011-04-01,Kenya,Stickers for Less,Holographic Goose,20.0
41005,2011-04-01,Kenya,Premium Sticker Mart,Holographic Goose,20.0
41040,2011-04-02,Canada,Discount Stickers,Holographic Goose,800.0
41085,2011-04-02,Kenya,Discount Stickers,Holographic Goose,20.0
41090,2011-04-02,Kenya,Stickers for Less,Holographic Goose,20.0
41130,2011-04-03,Canada,Discount Stickers,Holographic Goose,800.0
41175,2011-04-03,Kenya,Discount Stickers,Holographic Goose,20.0
41180,2011-04-03,Kenya,Stickers for Less,Holographic Goose,20.0
41220,2011-04-04,Canada,Discount Stickers,Holographic Goose,800.0
41265,2011-04-04,Kenya,Discount Stickers,Holographic Goose,20.0
41270,2011-04-04,Kenya,Stickers for Less,Holographic Goose,20.0
41275,2011-04-04,Kenya,Premium Sticker Mart,Holographic Goose,20.0
41310,2011-04-05,Canada,Discount Stickers,Holographic Goose,800.0
41355,2011-04-05,Kenya,Discount Stickers,Holographic Goose,20.0
41360,2011-04-05,Kenya,Stickers for Less,Holographic Goose,20.0
41365,2011-04-05,Kenya,Premium Sticker Mart,Holographic Goose,20.0
41400,2011-04-06,Canada,Discount Stickers,Holographic Goose,800.0
41445,2011-04-06,Kenya,Discount Stickers,Holographic Goose,20.0
41450,2011-04-06,Kenya,Stickers for Less,Holographic Goose,20.0
41455,2011-04-06,Kenya,Premium Sticker Mart,Holographic Goose,20.0
41490,2011-04-07,Canada,Discount Stickers,Holographic Goose,800.0
41535,2011-04-07,Kenya,Discount Stickers,Holographic Goose,20.0
41540,2011-04-07,Kenya,Stickers for Less,Holographic Goose,20.0
41545,2011-04-07,Kenya,Premium Sticker Mart,Holographic Goose,20.0
41580,2011-04-08,Canada,Discount Stickers,Holographic Goose,800.0
41625,2011-04-08,Kenya,Discount Stickers,Holographic Goose,20.0
41630,2011-04-08,Kenya,Stickers for Less,Holographic Goose,20.0
41635,2011-04-08,Kenya,Premium Sticker Mart,Holographic Goose,20.0
41670,2011-04-09,Canada,Discount Stickers,Holographic Goose,800.0
41715,2011-04-09,Kenya,Discount Stickers,Holographic Goose,20.0
41720,2011-04-09,Kenya,Stickers for Less,Holographic Goose,20.0
41760,2011-04-10,Canada,Discount Stickers,Holographic Goose,800.0
41805,2011-04-10,Kenya,Discount Stickers,Holographic Goose,20.0
41810,2011-04-10,Kenya,Stickers for Less,Holographic Goose,20.0
41850,2011-04-11,Canada,Discount Stickers,Holographic Goose,800.0
41855,2011-04-11,Canada,Stickers for Less,Holographic Goose,800.0
41895,2011-04-11,Kenya,Discount Stickers,Holographic Goose,20.0
41900,2011-04-11,Kenya,Stickers for Less,Holographic Goose,20.0
41905,2011-04-11,Kenya,Premium Sticker Mart,Holographic Goose,20.0
41940,2011-04-12,Canada,Discount Stickers,Holographic Goose,800.0
41985,2011-04-12,Kenya,Discount Stickers,Holographic Goose,20.0
41988,2011-04-12,Kenya,Discount Stickers,Kerneler,20.0
41990,2011-04-12,Kenya,Stickers for Less,Holographic Goose,20.0
41995,2011-04-12,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42030,2011-04-13,Canada,Discount Stickers,Holographic Goose,800.0
42035,2011-04-13,Canada,Stickers for Less,Holographic Goose,800.0
42075,2011-04-13,Kenya,Discount Stickers,Holographic Goose,20.0
42078,2011-04-13,Kenya,Discount Stickers,Kerneler,20.0
42080,2011-04-13,Kenya,Stickers for Less,Holographic Goose,20.0
42085,2011-04-13,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42120,2011-04-14,Canada,Discount Stickers,Holographic Goose,800.0
42125,2011-04-14,Canada,Stickers for Less,Holographic Goose,800.0
42165,2011-04-14,Kenya,Discount Stickers,Holographic Goose,20.0
42170,2011-04-14,Kenya,Stickers for Less,Holographic Goose,20.0
42175,2011-04-14,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42210,2011-04-15,Canada,Discount Stickers,Holographic Goose,800.0
42255,2011-04-15,Kenya,Discount Stickers,Holographic Goose,20.0
42260,2011-04-15,Kenya,Stickers for Less,Holographic Goose,20.0
42265,2011-04-15,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42300,2011-04-16,Canada,Discount Stickers,Holographic Goose,800.0
42345,2011-04-16,Kenya,Discount Stickers,Holographic Goose,20.0
42350,2011-04-16,Kenya,Stickers for Less,Holographic Goose,20.0
42355,2011-04-16,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42390,2011-04-17,Canada,Discount Stickers,Holographic Goose,800.0
42435,2011-04-17,Kenya,Discount Stickers,Holographic Goose,20.0
42440,2011-04-17,Kenya,Stickers for Less,Holographic Goose,20.0
42480,2011-04-18,Canada,Discount Stickers,Holographic Goose,800.0
42525,2011-04-18,Kenya,Discount Stickers,Holographic Goose,20.0
42530,2011-04-18,Kenya,Stickers for Less,Holographic Goose,20.0
42535,2011-04-18,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42570,2011-04-19,Canada,Discount Stickers,Holographic Goose,800.0
42615,2011-04-19,Kenya,Discount Stickers,Holographic Goose,20.0
42620,2011-04-19,Kenya,Stickers for Less,Holographic Goose,20.0
42625,2011-04-19,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42660,2011-04-20,Canada,Discount Stickers,Holographic Goose,800.0
42705,2011-04-20,Kenya,Discount Stickers,Holographic Goose,20.0
42708,2011-04-20,Kenya,Discount Stickers,Kerneler,20.0
42710,2011-04-20,Kenya,Stickers for Less,Holographic Goose,20.0
42715,2011-04-20,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42750,2011-04-21,Canada,Discount Stickers,Holographic Goose,800.0
42755,2011-04-21,Canada,Stickers for Less,Holographic Goose,800.0
42795,2011-04-21,Kenya,Discount Stickers,Holographic Goose,20.0
42800,2011-04-21,Kenya,Stickers for Less,Holographic Goose,20.0
42805,2011-04-21,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42840,2011-04-22,Canada,Discount Stickers,Holographic Goose,800.0
42885,2011-04-22,Kenya,Discount Stickers,Holographic Goose,20.0
42890,2011-04-22,Kenya,Stickers for Less,Holographic Goose,20.0
42895,2011-04-22,Kenya,Premium Sticker Mart,Holographic Goose,20.0
42930,2011-04-23,Canada,Discount Stickers,Holographic Goose,800.0
42975,2011-04-23,Kenya,Discount Stickers,Holographic Goose,20.0
42980,2011-04-23,Kenya,Stickers for Less,Holographic Goose,20.0
43020,2011-04-24,Canada,Discount Stickers,Holographic Goose,800.0
43065,2011-04-24,Kenya,Discount Stickers,Holographic Goose,20.0
43070,2011-04-24,Kenya,Stickers for Less,Holographic Goose,20.0
43110,2011-04-25,Canada,Discount Stickers,Holographic Goose,800.0
43115,2011-04-25,Canada,Stickers for Less,Holographic Goose,800.0
43155,2011-04-25,Kenya,Discount Stickers,Holographic Goose,20.0
43160,2011-04-25,Kenya,Stickers for Less,Holographic Goose,20.0
43165,2011-04-25,Kenya,Premium Sticker Mart,Holographic Goose,20.0
43200,2011-04-26,Canada,Discount Stickers,Holographic Goose,800.0
43205,2011-04-26,Canada,Stickers for Less,Holographic Goose,800.0
43245,2011-04-26,Kenya,Discount Stickers,Holographic Goose,20.0
43250,2011-04-26,Kenya,Stickers for Less,Holographic Goose,20.0
43255,2011-04-26,Kenya,Premium Sticker Mart,Holographic Goose,20.0
43290,2011-04-27,Canada,Discount Stickers,Holographic Goose,800.0
43295,2011-04-27,Canada,Stickers for Less,Holographic Goose,800.0
43335,2011-04-27,Kenya,Discount Stickers,Holographic Goose,20.0
43340,2011-04-27,Kenya,Stickers for Less,Holographic Goose,20.0
43345,2011-04-27,Kenya,Premium Sticker Mart,Holographic Goose,20.0
43380,2011-04-28,Canada,Discount Stickers,Holographic Goose,800.0
43385,2011-04-28,Canada,Stickers for Less,Holographic Goose,800.0
43425,2011-04-28,Kenya,Discount Stickers,Holographic Goose,20.0
43430,2011-04-28,Kenya,Stickers for Less,Holographic Goose,20.0
43435,2011-04-28,Kenya,Premium Sticker Mart,Holographic Goose,20.0
43470,2011-04-29,Canada,Discount Stickers,Holographic Goose,800.0
43515,2011-04-29,Kenya,Discount Stickers,Holographic Goose,20.0
43520,2011-04-29,Kenya,Stickers for Less,Holographic Goose,20.0
43560,2011-04-30,Canada,Discount Stickers,Holographic Goose,800.0
43605,2011-04-30,Kenya,Discount Stickers,Holographic Goose,20.0
43610,2011-04-30,Kenya,Stickers for Less,Holographic Goose,20.0
